日期,植物ID,生长阶段,天气,最高温度(°C),最低温度(°C),湿度(%),光照(小时),降水量(mm),土壤湿度(%),遮阳棚建议,原因
2024/04/26,3,果实膨大期,晴,29.0,20.9,70.0,15.9,0.7,63.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/26,4,果实膨大期,晴,30.0,21.9,71.0,15.8,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/27,1,果实膨大期,晴,28.5,20.5,67.0,15.7,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/27,2,果实膨大期,晴,28.7,20.7,72.0,16.0,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/27,3,果实膨大期,晴,29.7,21.7,70.0,16.0,0.2,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/27,4,果实膨大期,晴,28.2,20.2,67.0,15.5,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/28,1,转色期,晴,29.5,21.5,71.0,15.4,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/28,2,转色期,晴,28.5,20.5,64.0,15.3,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/28,3,果实膨大期,晴,28.6,20.6,67.0,15.2,0.0,52.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/28,4,果实膨大期,晴,29.5,21.5,64.0,15.5,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/29,1,转色期,晴,28.6,20.6,67.0,16.0,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/29,2,转色期,晴,29.2,21.2,61.0,15.8,1.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/29,3,转色期,晴,28.6,20.6,64.0,15.8,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/29,4,转色期,晴,30.5,22.5,69.0,15.9,0.0,56.0,开启遮阳棚,"高温, 强光照"
2024/04/30,1,转色期,晴,30.7,22.8,65.0,15.4,0.8,61.0,开启遮阳棚,"高温, 强光照"
2024/04/30,2,转色期,晴,31.1,23.2,60.0,15.6,0.3,59.0,开启遮阳棚,"高温, 强光照"
2024/04/30,3,转色期,晴,29.7,21.8,60.0,16.0,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/04/30,4,转色期,晴,30.0,22.1,68.0,16.0,0.7,63.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/01,1,成熟期,晴,29.2,21.2,66.0,15.9,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/01,2,成熟期,晴,30.8,22.8,64.0,16.0,0.0,55.0,开启遮阳棚,"高温, 强光照"
2024/05/01,3,转色期,晴,29.0,21.0,65.0,15.9,0.0,52.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/01,4,转色期,晴,29.5,21.5,59.0,15.7,0.9,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/02,1,采收期,晴,31.0,23.0,66.0,16.0,1.0,62.0,开启遮阳棚,"高温, 强光照"
2024/05/02,2,采收期,晴,30.0,22.0,62.0,16.0,0.3,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/02,3,成熟期,晴,31.4,23.4,59.0,16.0,0.0,60.0,开启遮阳棚,"高温, 强光照"
2024/05/02,4,成熟期,晴,31.2,23.2,61.0,15.5,0.9,63.0,开启遮阳棚,"高温, 强光照"
2024/05/03,1,采收期,多云,29.9,23.0,67.0,11.4,0.6,63.0,关闭遮阳棚,环境条件适宜
2024/05/03,2,采收期,多云,29.4,22.5,74.0,10.5,0.7,64.0,关闭遮阳棚,环境条件适宜
2024/05/03,3,采收期,多云,30.3,23.4,73.0,10.7,0.0,60.0,开启遮阳棚,高温
2024/05/03,4,采收期,多云,30.6,23.7,69.0,11.2,0.2,66.0,开启遮阳棚,高温
2024/05/04,1,采收期,晴,31.8,24.0,65.0,15.6,0.0,52.0,开启遮阳棚,"高温, 强光照"
2024/05/04,2,采收期,晴,30.0,22.2,65.0,16.0,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/04,3,采收期,晴,30.1,22.3,67.0,15.9,0.0,54.0,开启遮阳棚,"高温, 强光照"
2024/05/04,4,采收期,晴,30.9,23.1,65.0,15.8,0.2,53.0,开启遮阳棚,"高温, 强光照"
2024/05/05,1,采收期,晴,31.9,24.2,59.0,16.0,0.2,59.0,开启遮阳棚,"高温, 强光照"
2024/05/05,2,采收期,晴,29.8,22.1,67.0,15.9,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2024/05/05,3,果实膨大期,晴,30.9,23.2,60.0,16.0,0.2,58.0,开启遮阳棚,"高温, 强光照"
2024/05/05,4,果实膨大期,晴,32.0,24.3,67.0,15.9,0.0,60.0,开启遮阳棚,"高温, 强光照"
2024/05/06,1,采收期,晴,31.1,23.4,67.0,16.0,0.0,61.0,开启遮阳棚,"高温, 强光照"
2024/05/06,2,采收期,晴,31.1,23.4,62.0,16.0,0.0,54.0,开启遮阳棚,"高温, 强光照"
2024/05/06,3,转色期,晴,32.2,24.5,66.0,16.0,0.0,54.0,开启遮阳棚,"高温, 强光照"
2024/05/06,4,转色期,晴,31.3,23.6,65.0,16.0,0.0,53.0,开启遮阳棚,"高温, 强光照"
2024/05/07,1,采收期,晴,32.3,24.5,60.0,16.0,0.9,60.0,开启遮阳棚,"高温, 强光照"
2024/05/07,2,采收期,晴,31.9,24.1,65.0,16.0,0.3,60.0,开启遮阳棚,"高温, 强光照"
2024/05/07,3,成熟期,晴,31.6,23.8,66.0,16.0,0.0,55.0,开启遮阳棚,"高温, 强光照"
2024/05/07,4,成熟期,晴,32.3,24.5,63.0,16.0,0.0,60.0,开启遮阳棚,"高温, 强光照"
2024/05/08,1,采收期,多云,30.8,24.1,69.0,11.4,0.2,63.0,开启遮阳棚,高温
2024/05/08,2,采收期,多云,30.6,23.9,65.0,11.1,0.8,63.0,开启遮阳棚,高温
2024/05/08,3,采收期,多云,30.4,23.7,66.0,11.2,0.3,66.0,开启遮阳棚,高温
2024/05/08,4,采收期,多云,30.2,23.5,67.0,11.4,0.2,65.0,开启遮阳棚,高温
2024/05/09,1,采收期,晴,31.0,23.5,65.0,16.0,0.4,69.0,开启遮阳棚,"高温, 强光照"
2024/05/09,2,采收期,晴,32.6,25.1,61.0,16.0,0.0,68.0,开启遮阳棚,"高温, 强光照"
2024/05/09,3,采收期,晴,31.9,24.4,61.0,16.0,0.0,70.0,开启遮阳棚,"高温, 强光照"
2024/05/09,4,采收期,晴,30.7,23.2,70.0,16.0,0.8,70.0,开启遮阳棚,"高温, 强光照"
2024/05/10,1,采收期,晴,32.9,25.5,60.0,16.0,0.0,55.0,开启遮阳棚,"高温, 强光照"
2024/05/10,2,采收期,晴,31.5,24.1,66.0,16.0,0.3,57.0,开启遮阳棚,"高温, 强光照"
2024/05/10,3,采收期,晴,31.1,23.7,67.0,16.0,0.2,61.0,开启遮阳棚,"高温, 强光照"
2024/05/10,4,采收期,晴,31.7,24.3,63.0,16.0,0.0,60.0,开启遮阳棚,"高温, 强光照"
2024/05/11,1,采收期,晴,33.1,25.6,58.0,16.0,0.0,57.0,开启遮阳棚,"高温, 强光照"
2024/05/11,2,采收期,晴,31.6,24.1,60.0,16.0,0.0,57.0,开启遮阳棚,"高温, 强光照"
2024/05/11,3,采收期,晴,31.6,24.1,65.0,16.0,0.0,55.0,开启遮阳棚,"高温, 强光照"
2024/05/11,4,采收期,晴,31.9,24.4,66.0,16.0,0.5,54.0,开启遮阳棚,"高温, 强光照"
2024/05/12,1,采收期,雷阵雨,29.8,22.8,89.0,7.7,16.0,95.0,关闭遮阳棚,环境条件适宜
2024/05/12,2,采收期,雷阵雨,29.4,22.4,90.0,8.1,16.3,95.0,关闭遮阳棚,环境条件适宜
2024/05/12,3,果实膨大期,雷阵雨,29.4,22.4,84.0,8.0,15.0,95.0,关闭遮阳棚,环境条件适宜
2024/05/12,4,果实膨大期,雷阵雨,29.8,22.8,86.0,8.1,16.5,95.0,关闭遮阳棚,环境条件适宜
2024/05/13,1,采收期,晴,32.3,23.5,73.0,16.0,0.0,56.0,开启遮阳棚,"高温, 强光照"
2024/05/13,2,采收期,晴,32.8,24.0,72.0,16.0,0.4,59.0,开启遮阳棚,"高温, 强光照"
2024/05/13,3,转色期,晴,32.0,23.2,76.0,16.0,0.0,57.0,开启遮阳棚,"高温, 强光照"
2024/05/13,4,转色期,晴,32.2,23.4,77.0,16.0,0.5,61.0,开启遮阳棚,"高温, 强光照"
2024/11/09,1,拉秧期,晴,13.7,3.7,68.0,8.2,0.3,55.0,关闭遮阳棚,环境条件适宜
2024/11/09,2,拉秧期,晴,13.6,3.6,63.0,8.7,0.0,55.0,关闭遮阳棚,环境条件适宜
2024/11/09,3,拉秧期,晴,14.1,4.1,61.0,8.2,0.7,57.0,关闭遮阳棚,环境条件适宜
2024/11/09,4,拉秧期,晴,14.7,4.7,61.0,8.6,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/11/9,1,拉秧期,晴,15.0,5.0,65.0,8.5,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/11/9,2,拉秧期,晴,15.0,5.0,65.0,8.5,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/11/9,3,拉秧期,晴,15.0,5.0,65.0,8.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/11/9,4,拉秧期,晴,15.0,5.0,65.0,8.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/1,1,播种期,晴,15.4,5.2,58.0,9.5,0.0,72.0,关闭遮阳棚,环境条件适宜
2025/3/1,2,播种期,晴,15.4,5.2,58.0,9.5,0.0,70.0,关闭遮阳棚,环境条件适宜
2025/3/1,3,播种期,晴,15.4,5.2,58.0,9.5,0.0,72.0,关闭遮阳棚,环境条件适宜
2025/3/1,4,播种期,晴,15.4,5.2,58.0,9.5,0.0,69.0,关闭遮阳棚,环境条件适宜
2025/3/10,1,发芽期,晴,18.3,8.5,60.0,11.0,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/10,2,发芽期,晴,18.3,8.5,60.0,11.0,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/3/10,3,发芽期,晴,18.3,8.5,60.0,11.0,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/10,4,发芽期,晴,18.3,8.5,60.0,11.0,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/11,1,幼苗期,晴,18.8,9.0,62.0,11.2,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/11,2,幼苗期,晴,18.8,9.0,62.0,11.2,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/3/11,3,发芽期,晴,18.8,9.0,62.0,11.2,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/3/11,4,发芽期,晴,18.8,9.0,62.0,11.2,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/12,1,幼苗期,晴,19.2,9.4,64.0,11.5,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/12,2,幼苗期,晴,19.2,9.4,64.0,11.5,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/12,3,幼苗期,晴,19.2,9.4,64.0,11.5,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/12,4,幼苗期,晴,19.2,9.4,64.0,11.5,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/13,1,幼苗期,多云,18.5,10.1,70.0,7.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/13,2,幼苗期,多云,18.5,10.1,70.0,7.5,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/3/13,3,幼苗期,多云,18.5,10.1,70.0,7.5,0.0,65.0,关闭遮阳棚,环境条件适宜
2025/3/13,4,幼苗期,多云,18.5,10.1,70.0,7.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/14,1,幼苗期,晴,19.8,9.8,66.0,11.8,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/14,2,幼苗期,晴,19.8,9.8,66.0,11.8,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/14,3,幼苗期,晴,19.8,9.8,66.0,11.8,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/14,4,幼苗期,晴,19.8,9.8,66.0,11.8,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/15,1,幼苗期,晴,20.1,10.2,63.0,12.0,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/15,2,幼苗期,晴,20.1,10.2,63.0,12.0,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/3/15,3,幼苗期,晴,20.1,10.2,63.0,12.0,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/15,4,幼苗期,晴,20.1,10.2,63.0,12.0,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/16,1,幼苗期,晴,20.5,10.8,61.0,12.1,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/16,2,幼苗期,晴,20.5,10.8,61.0,12.1,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/16,3,幼苗期,晴,20.5,10.8,61.0,12.1,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/16,4,幼苗期,晴,20.5,10.8,61.0,12.1,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/17,1,幼苗期,晴,21.0,11.2,60.0,12.3,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/17,2,幼苗期,晴,21.0,11.2,60.0,12.3,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/3/17,3,幼苗期,晴,21.0,11.2,60.0,12.3,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/17,4,幼苗期,晴,21.0,11.2,60.0,12.3,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/18,1,幼苗期,晴,20.8,11.0,62.0,12.2,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/18,2,幼苗期,晴,20.8,11.0,62.0,12.2,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/18,3,幼苗期,晴,20.8,11.0,62.0,12.2,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/18,4,幼苗期,晴,20.8,11.0,62.0,12.2,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/19,1,幼苗期,多云,19.9,11.5,68.0,8.0,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/19,2,幼苗期,多云,19.9,11.5,68.0,8.0,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/19,3,幼苗期,多云,19.9,11.5,68.0,8.0,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/19,4,幼苗期,多云,19.9,11.5,68.0,8.0,0.0,64.0,关闭遮阳棚,环境条件适宜
2025/3/2,1,播种期,晴,16.1,5.8,55.0,9.8,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/2,2,播种期,晴,16.1,5.8,55.0,9.8,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/2,3,播种期,晴,16.1,5.8,55.0,9.8,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/2,4,播种期,晴,16.1,5.8,55.0,9.8,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/20,1,营养生长期,晴,21.5,11.8,65.0,12.5,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/20,2,营养生长期,晴,21.5,11.8,65.0,12.5,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/20,3,幼苗期,晴,21.5,11.8,65.0,12.5,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/20,4,幼苗期,晴,21.5,11.8,65.0,12.5,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/21,1,营养生长期,晴,21.8,12.0,63.0,12.6,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/21,2,营养生长期,晴,21.8,12.0,63.0,12.6,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/21,3,营养生长期,晴,21.8,12.0,63.0,12.6,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/21,4,营养生长期,晴,21.8,12.0,63.0,12.6,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/22,1,营养生长期,晴,22.0,12.4,61.0,12.8,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/22,2,营养生长期,晴,22.0,12.4,61.0,12.8,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/22,3,营养生长期,晴,22.0,12.4,61.0,12.8,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/22,4,营养生长期,晴,22.0,12.4,61.0,12.8,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/23,1,营养生长期,晴,22.3,12.8,60.0,12.9,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/23,2,营养生长期,晴,22.3,12.8,60.0,12.9,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/23,3,营养生长期,晴,22.3,12.8,60.0,12.9,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/23,4,营养生长期,晴,22.3,12.8,60.0,12.9,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/24,1,营养生长期,多云,21.5,13.0,68.0,8.5,0.0,67.0,关闭遮阳棚,环境条件适宜
2025/3/24,2,营养生长期,多云,21.5,13.0,68.0,8.5,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/24,3,营养生长期,多云,21.5,13.0,68.0,8.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/24,4,营养生长期,多云,21.5,13.0,68.0,8.5,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/25,1,营养生长期,晴,22.8,13.2,65.0,13.0,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/25,2,营养生长期,晴,22.8,13.2,65.0,13.0,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/25,3,营养生长期,晴,22.8,13.2,65.0,13.0,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/25,4,营养生长期,晴,22.8,13.2,65.0,13.0,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/26,1,营养生长期,晴,23.1,13.5,64.0,13.1,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/26,2,营养生长期,晴,23.1,13.5,64.0,13.1,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/26,3,营养生长期,晴,23.1,13.5,64.0,13.1,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/26,4,营养生长期,晴,23.1,13.5,64.0,13.1,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/27,1,营养生长期,晴,23.5,14.0,62.0,13.2,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/27,2,营养生长期,晴,23.5,14.0,62.0,13.2,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/27,3,营养生长期,晴,23.5,14.0,62.0,13.2,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/27,4,营养生长期,晴,23.5,14.0,62.0,13.2,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/28,1,营养生长期,晴,23.8,14.2,61.0,13.3,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/28,2,营养生长期,晴,23.8,14.2,61.0,13.3,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/28,3,营养生长期,晴,23.8,14.2,61.0,13.3,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/28,4,营养生长期,晴,23.8,14.2,61.0,13.3,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/29,1,营养生长期,小雨,22.0,14.5,80.0,4.0,5.2,91.0,关闭遮阳棚,环境条件适宜
2025/3/29,2,营养生长期,小雨,22.0,14.5,80.0,4.0,5.2,94.0,关闭遮阳棚,环境条件适宜
2025/3/29,3,营养生长期,小雨,22.0,14.5,80.0,4.0,5.2,83.0,关闭遮阳棚,环境条件适宜
2025/3/29,4,营养生长期,小雨,22.0,14.5,80.0,4.0,5.2,86.0,关闭遮阳棚,环境条件适宜
2025/3/3,1,播种期,多云,14.8,6.5,65.0,6.2,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/3,2,播种期,多云,14.8,6.5,65.0,6.2,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/3/3,3,播种期,多云,14.8,6.5,65.0,6.2,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/3,4,播种期,多云,14.8,6.5,65.0,6.2,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/30,1,营养生长期,多云,22.5,14.8,75.0,7.8,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/30,2,营养生长期,多云,22.5,14.8,75.0,7.8,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/3/30,3,营养生长期,多云,22.5,14.8,75.0,7.8,0.0,68.0,关闭遮阳棚,环境条件适宜
2025/3/30,4,营养生长期,多云,22.5,14.8,75.0,7.8,0.0,73.0,关闭遮阳棚,环境条件适宜
2025/3/31,1,营养生长期,晴,24.0,15.0,68.0,13.4,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/3/31,2,营养生长期,晴,24.0,15.0,68.0,13.4,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/31,3,营养生长期,晴,24.0,15.0,68.0,13.4,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/31,4,营养生长期,晴,24.0,15.0,68.0,13.4,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/3/4,1,播种期,小雨,13.5,7.1,82.0,2.1,3.5,72.0,关闭遮阳棚,环境条件适宜
2025/3/4,2,播种期,小雨,13.5,7.1,82.0,2.1,3.5,75.0,关闭遮阳棚,环境条件适宜
2025/3/4,3,播种期,小雨,13.5,7.1,82.0,2.1,3.5,76.0,关闭遮阳棚,环境条件适宜
2025/3/4,4,播种期,小雨,13.5,7.1,82.0,2.1,3.5,82.0,关闭遮阳棚,环境条件适宜
2025/3/5,1,播种期,阴,14.2,8.0,85.0,1.5,0.5,69.0,关闭遮阳棚,环境条件适宜
2025/3/5,2,播种期,阴,14.2,8.0,85.0,1.5,0.5,68.0,关闭遮阳棚,环境条件适宜
2025/3/5,3,播种期,阴,14.2,8.0,85.0,1.5,0.5,66.0,关闭遮阳棚,环境条件适宜
2025/3/5,4,播种期,阴,14.2,8.0,85.0,1.5,0.5,62.0,关闭遮阳棚,环境条件适宜
2025/3/6,1,播种期,晴,16.5,6.9,70.0,9.9,0.0,65.0,关闭遮阳棚,环境条件适宜
2025/3/6,2,播种期,晴,16.5,6.9,70.0,9.9,0.0,64.0,关闭遮阳棚,环境条件适宜
2025/3/6,3,播种期,晴,16.5,6.9,70.0,9.9,0.0,63.0,关闭遮阳棚,环境条件适宜
2025/3/6,4,播种期,晴,16.5,6.9,70.0,9.9,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/3/7,1,播种期,晴,17.0,7.2,68.0,10.1,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/7,2,播种期,晴,17.0,7.2,68.0,10.1,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/7,3,播种期,晴,17.0,7.2,68.0,10.1,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/3/7,4,播种期,晴,17.0,7.2,68.0,10.1,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/8,1,发芽期,晴,17.5,7.8,65.0,10.5,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/8,2,发芽期,晴,17.5,7.8,65.0,10.5,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/3/8,3,播种期,晴,17.5,7.8,65.0,10.5,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/3/8,4,播种期,晴,17.5,7.8,65.0,10.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/3/9,1,发芽期,晴,18.0,8.2,63.0,10.8,0.0,54.0,关闭遮阳棚,环境条件适宜
2025/3/9,2,发芽期,晴,18.0,8.2,63.0,10.8,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/3/9,3,发芽期,晴,18.0,8.2,63.0,10.8,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/3/9,4,播种期,晴,18.0,8.2,63.0,10.8,0.0,56.0,关闭遮阳棚,环境条件适宜
2025/4/1,1,营养生长期,晴,24.2,15.3,66.0,13.5,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/4/1,2,营养生长期,晴,24.2,15.3,66.0,13.5,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/4/1,3,营养生长期,晴,24.2,15.3,66.0,13.5,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/4/1,4,营养生长期,晴,24.2,15.3,66.0,13.5,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/4/10,1,坐果期,晴,26.5,17.8,61.0,14.3,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/10,2,坐果期,晴,26.5,17.8,61.0,14.3,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/10,3,坐果期,晴,26.5,17.8,61.0,14.3,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/10,4,坐果期,晴,26.5,17.8,61.0,14.3,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/11,1,坐果期,多云,25.8,18.0,69.0,9.5,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/4/11,2,坐果期,多云,25.8,18.0,69.0,9.5,0.0,65.0,关闭遮阳棚,环境条件适宜
2025/4/11,3,坐果期,多云,25.8,18.0,69.0,9.5,0.0,65.0,关闭遮阳棚,环境条件适宜
2025/4/11,4,坐果期,多云,25.8,18.0,69.0,9.5,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/4/12,1,坐果期,晴,26.8,18.2,66.0,14.4,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/12,2,坐果期,晴,26.8,18.2,66.0,14.4,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/12,3,坐果期,晴,26.8,18.2,66.0,14.4,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/12,4,坐果期,晴,26.8,18.2,66.0,14.4,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/13,1,坐果期,晴,27.0,18.5,65.0,14.5,0.0,69.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/13,2,坐果期,晴,27.0,18.5,65.0,14.5,0.0,67.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/13,3,坐果期,晴,27.0,18.5,65.0,14.5,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/13,4,坐果期,晴,27.0,18.5,65.0,14.5,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/14,1,坐果期,晴,27.3,18.8,63.0,14.6,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/14,2,坐果期,晴,27.3,18.8,63.0,14.6,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/14,3,坐果期,晴,27.3,18.8,63.0,14.6,0.0,71.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/14,4,坐果期,晴,27.3,18.8,63.0,14.6,0.0,63.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/15,1,果实膨大期,晴,27.5,19.0,62.0,14.7,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/15,2,果实膨大期,晴,27.5,19.0,62.0,14.7,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/15,3,坐果期,晴,27.5,19.0,62.0,14.7,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/15,4,坐果期,晴,27.5,19.0,62.0,14.7,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
