Date,Plant_ID,Growth_Stage,Weather_Condition,Max_Temp_C,Min_Temp_C,Sunlight_Hours,Precipitation_mm,Humidity_Percent,Daily_Observation_Notes,Soil_Moisture_Percent
2024/04/11,4,坐果期,多云,25.4,17.6,9.3,0,73,小番茄生长中。,64
2024/04/12,4,坐果期,晴,26.3,17.7,14.4,0,68,第二穗花序开花。,61
2024/04/13,4,坐果期,晴,27.9,19.4,15.0,0,67,追施磷钾肥，促进果实膨大。,54
2024/04/14,4,坐果期,晴,26.1,17.6,15.1,0,68,浇水保持土壤湿润。,69
2024/04/15,4,坐果期,晴,26.8,18.3,14.9,0,60,第二穗花序授粉坐果。,56
2024/04/16,4,果实膨大期,晴,27.4,18.8,15.1,0.8,58,第一穗果实拇指大小。,55
2024/04/17,4,果实膨大期,多云,27.1,19.7,9.9,0,69,第三穗花序出现。,66
2024/04/18,4,果实膨大期,小雨,24.6,18.9,5.8,6.2,87,需水量大，逢雨可省去浇水。,95
2024/04/19,4,果实膨大期,阴,24.5,18.5,2.8,1.5,93,注意通风，防止病害。,67
2024/04/20,4,果实膨大期,晴,28.3,19.8,14.8,0.6,80,天气转好，光照恢复。,54
2024/04/21,4,果实膨大期,晴,27.6,19.2,15.2,0.5,68,果实膨大速度加快。,53
2024/04/22,4,果实膨大期,晴,28.3,19.9,14.6,0.0,72,第二穗果实进入膨大期。,56
2024/04/23,4,果实膨大期,晴,27.9,19.6,14.9,0.5,73,果实大小如乒乓球。,62
2024/04/24,4,果实膨大期,晴,28.0,19.8,15.5,0,66,第三穗花序盛开。,57
2024/04/25,4,果实膨大期,多云,27.6,20.3,10.6,0.7,71,修剪侧枝和老叶。,60
2024/04/26,4,果实膨大期,晴,30.0,21.9,15.8,0,71,植株状态健康。,60
2024/04/27,4,果实膨大期,晴,28.2,20.2,15.5,0,67,第一穗果实已定型。,57
2024/04/28,4,果实膨大期,晴,29.5,21.5,15.5,0,64,第四穗花序出现。,60
2024/04/29,4,转色期,晴,30.5,22.5,15.9,0,69,第一穗果实果脐发白，开始转色。,56
2024/04/30,4,转色期,晴,30.0,22.1,16,0.7,68,果实开始泛黄。,63
2024/05/01,4,转色期,晴,29.5,21.5,15.7,0.9,59,果实出现粉红色。,58
2024/05/02,4,成熟期,晴,31.2,23.2,15.5,0.9,61,第一颗果实完全变红。,63
2024/05/03,4,采收期,多云,30.6,23.7,11.2,0.2,69,采收成熟番茄。,66
2024/05/04,4,采收期,晴,30.9,23.1,15.8,0.2,65,第一穗果实采收完毕。,53
2024/05/05,4,果实膨大期,晴,32.0,24.3,15.9,0,67,第二穗果实开始转色。,60
2024/05/06,4,转色期,晴,31.3,23.6,16,0,65,第二穗果实转红。,53
2024/05/07,4,成熟期,晴,32.3,24.5,16,0,63,第二穗果实成熟。,60
2024/05/08,4,采收期,多云,30.2,23.5,11.4,0.2,67,采收第二穗果实。,65
2024/05/09,4,采收期,晴,30.7,23.2,16,0.8,70,增加浇水频率。,70
2024/05/10,4,采收期,晴,31.7,24.3,16,0,63,补充均衡肥。,60
2024/05/11,4,采收期,晴,31.9,24.4,16,0.5,66,第二穗果实采收完毕。,54
2024/05/12,4,果实膨大期,雷阵雨,29.8,22.8,8.1,16.5,86,雷阵雨天气，检查植株。,95
2024/05/13,4,转色期,晴,32.2,23.4,16,0.5,77,第三穗果实开始转色。,61
2024/11/09,4,拉秧期,晴,14.7,4.7,8.6,0,61,清理完成，准备土壤翻新，为来年做准备。,54
