Date,Plant_ID,Growth_Stage,Weather_Condition,Max_Temp_C,Min_Temp_C,Sunlight_Hours,Precipitation_mm,Humidity_Percent,Daily_Observation_Notes,Soil_Moisture_Percent
2025/5/9,4,采收期,晴,32,24.5,16.5,0,65,增加浇水频率。,64
2025/5/10,1,采收期,晴,32.2,24.8,16.6,0,64,生长与采收交替进行，植株负担较重，补充均衡肥。,54
2025/5/10,2,采收期,晴,32.2,24.8,16.6,0,64,生长与采收交替进行，植株负担较重，补充均衡肥。,61
2025/5/10,3,采收期,晴,32.2,24.8,16.6,0,64,补充均衡肥。,55
2025/5/10,4,采收期,晴,32.2,24.8,16.6,0,64,补充均衡肥。,53
2025/5/11,1,采收期,晴,32.5,25,16.7,0,63,第二穗果实采收完毕。,56
2025/5/11,2,采收期,晴,32.5,25,16.7,0,63,第二穗果实采收完毕。,53
2025/5/11,3,采收期,晴,32.5,25,16.7,0,63,第二穗果实采收完毕。,61
2025/5/11,4,采收期,晴,32.5,25,16.7,0,63,第二穗果实采收完毕。,53
2025/5/12,1,采收期,雷阵雨,30,23,8,15.5,88,突发雷阵雨，风力较大，检查植株是否牢固。,95
2025/5/12,2,采收期,雷阵雨,30,23,8,15.5,88,突发雷阵雨，风力较大，检查植株是否牢固。,95
2025/5/12,3,果实膨大期,雷阵雨,30,23,8,15.5,88,雷阵雨天气，检查植株。,95
2025/5/12,4,果实膨大期,雷阵雨,30,23,8,15.5,88,雷阵雨天气，检查植株。,95
2025/5/13,1,采收期,晴,32.8,24,16.8,0,75,雨后天晴，暴晒可能导致叶片灼伤，注意观察。,58
2025/5/13,2,采收期,晴,32.8,24,16.8,0,75,雨后天晴，暴晒可能导致叶片灼伤，注意观察。,54
2025/5/13,3,转色期,晴,32.8,24,16.8,0,75,第三穗果实开始转色。,52
2025/5/13,4,转色期,晴,32.8,24,16.8,0,75,第三穗果实开始转色。,61
2so-on,......,,,,,,,,,56
...,,,,,,,,,,58
2025/11/9,1,拉秧期,晴,15,5,8.5,0,65,清理完成，准备土壤翻新，为来年做准备。,55
2025/11/9,2,拉秧期,晴,15,5,8.5,0,65,清理完成，准备土壤翻新，为来年做准备。,53
2025/11/9,3,拉秧期,晴,15,5,8.5,0,65,清理完成，准备土壤翻新，为来年做准备。,58
2025/11/9,4,拉秧期,晴,15,5,8.5,0,65,清理完成，准备土壤翻新，为来年做准备。,58
